id,lat,long
661956139,43.1162217,131.8987652
665678415,43.1181067,131.895792
732941670,43.1277525,131.901203
747637451,43.1245201,131.9148717
748641712,43.1227358,131.9259154
748641722,43.1226847,131.9253245
750493356,43.1290328,131.9146376
750636725,43.1181884,131.9164364
752186184,43.1218575,131.9068536
778107446,43.1263083,131.9140358
778107457,43.1264307,131.9141135
867594022,43.11402,131.9833078
867594030,43.1164945,131.9832683
867659939,43.1230398,131.9834918
881721827,43.1139804,131.9486104
907966718,43.1210937,131.9524095
908170005,43.1292707,131.9340414
910034456,43.1283406,131.9399542
910034460,43.1282307,131.940038
912779357,43.1044473,131.9457039
912779358,43.1042324,131.9459345
912779374,43.1041907,131.9460346
916430841,43.1042766,131.9360968
916433478,43.122654,131.8846943
916433479,43.1232946,131.88166
921140298,43.0931582,131.9185362
922094837,43.1075394,131.9423379
922105825,43.1109555,131.943676
927998330,43.094549,131.9385072
929001282,43.1184417,131.8999442
930453029,43.1332411,131.9100693
930453092,43.133341,131.9101197
930453094,43.1327387,131.9126144
930453115,43.1333378,131.9092881
930498954,43.1265109,131.9079645
930498995,43.126393,131.9100657
930499068,43.1356546,131.9111025
930499304,43.1328138,131.9113028
946021859,43.1255214,131.9636724
946038764,43.1263461,131.9815016
946038785,43.1248865,131.9846214
946039199,43.124981,131.9819745
946039234,43.1249138,131.9822947
946039248,43.1248428,131.9821942
947308158,43.1353463,131.998866
948305556,43.1195249,131.9698887
948437955,43.1163584,131.9702945
955726648,43.1324063,131.9460227
955726730,43.1321923,131.9459188
955726744,43.1308842,131.9479457
958022171,43.1109978,131.9366148
958039180,43.1190479,131.9219401
958039188,43.1189729,131.921622
958039190,43.1188357,131.9218172
958048239,43.1178617,131.8999593
958048240,43.1176086,131.8996597
966667207,43.1021963,131.9000822
966667210,43.116424,131.8967244
967591920,43.1113443,131.9425671
967598911,43.1123027,131.9445553
985180466,43.1006627,131.9487557
985180567,43.0998319,131.9484817
985180609,43.0992853,131.9480741
985180616,43.0990127,131.9478222
1006194666,43.1123112,131.9245995
1017758182,43.1129994,131.9356037
1017758220,43.1135251,131.9360779
1021968134,43.1095045,131.9241877
1028947929,43.1033796,131.9451826
1028947943,43.1057306,131.9423277
1028947945,43.1061018,131.9427786
1067176756,43.1178089,131.9006193
1067176759,43.1178153,131.9007251
1067176770,43.1181358,131.9010472
1067176771,43.1179242,131.9017669
1067186889,43.1236303,131.9238206
1067190891,43.1365196,131.9267807
1067190895,43.1366679,131.9266071
1067190898,43.1365132,131.9265131
1067190901,43.1364874,131.9265387
1067190903,43.1364831,131.9267448
1083016108,43.1233651,131.9227631
1103098939,43.134293,131.9495585
1103098964,43.1312956,131.9429006
1104437299,43.1277982,131.9411404
1104437310,43.128358,131.9388668
1107249165,43.1280442,131.9402502
1176384295,43.1101558,131.9371699
1176384320,43.1100962,131.9364462
1182520986,43.0876502,131.9080245
1185518488,43.1321644,131.9274208
1185566374,43.0758468,131.9591381
1185586532,43.0888637,131.9673128
1188819017,43.084309,131.8929623
1190635297,43.099679,131.9334078
1193873149,43.0860893,131.9103621
1193873153,43.0874612,131.9079695
1201119621,43.095845,131.9011073
1205462763,43.0989933,131.9504455
1205463391,43.0981818,131.9504513
1207143950,43.107304,131.9842571
1211931520,43.1036805,131.9353635
1211931528,43.103109,131.9384472
1218326573,43.0974923,131.9282663
1222751293,43.1308768,131.9505826
1222782041,43.086568,131.8952114
1228851539,43.124103,131.8786056
1228851590,43.1238912,131.8785795
1251658897,43.0910168,131.9162618
1260418191,43.1164149,131.9286015
1275703411,43.0979965,131.9475914
1275703420,43.0968984,131.9500921
1275703421,43.0965673,131.949011
1275703441,43.0948938,131.9511513
1275703486,43.0927843,131.9540225
1308578809,43.0979441,131.9035637
1313911989,43.1236347,131.9323964
1313911990,43.123604,131.9312358
1313911999,43.1280417,131.9292446
1313912000,43.1282502,131.928751
1315784829,43.082967,131.9069937
1315971834,43.1246094,131.9934514
1315971850,43.1230375,131.9871902
1315971898,43.124851,131.9936416
1316774456,43.1322458,131.9096143
1318413819,43.1326689,131.9375811
1318418562,43.0858888,131.8969774
1341961817,43.0979037,131.950231
1341961822,43.0974306,131.9503829
1342048357,43.1316166,131.9186118
1342048370,43.1320183,131.9187624
1429428148,43.1177771,131.9214428
1465001657,43.0960604,131.9116185
1465001662,43.0962321,131.9077583
1465001674,43.0965675,131.9075194
1508164995,43.1211899,131.9061214
1518892445,43.1021464,131.964631
1519149776,43.1039166,131.9620439
1519200154,43.1042479,131.9488737
1522687909,43.1049243,131.9495633
1530412557,43.1025265,131.9599845
1534876787,43.1102708,131.9837955
1534878571,43.0898006,131.9742802
1554931193,43.1000719,131.8928976
1592175304,43.1090776,131.9855915
1607217773,43.094142,131.9017395
1607456670,43.1302613,131.941483
1673276509,43.1031969,131.8979899
1673276567,43.1059475,131.9558073
1677965405,43.1166694,131.880955
1684478413,43.1276987,131.9404218
1684478415,43.1279193,131.9401752
1692531209,43.1158293,131.9605921
1703773134,43.1050726,131.9479518
1703773138,43.105801,131.9475855
1703773146,43.1068734,131.947402
1703773148,43.1069954,131.9471314
1703773158,43.1073604,131.9462811
1703773161,43.1086856,131.9433926
1703773183,43.110036,131.9476548
1705462927,43.1031255,131.9345989
1705467731,43.101418,131.9437181
1705467735,43.1013265,131.9431057
1705467737,43.1016623,131.9430649
1707920512,43.112558,131.9113973
1710884859,43.1163065,131.8824441
1723710911,43.089179,131.9409151
1723710916,43.0901534,131.9392332
1737160384,43.0723451,131.9443765
1737160399,43.0732942,131.9434339
1737160409,43.0743297,131.9462068
1737160426,43.0790615,131.9277132
1737160432,43.0831952,131.9259444
1737160479,43.0941563,131.900923
1737160518,43.1005853,131.8966938
1737160528,43.1020248,131.896087
1737160530,43.1021954,131.8959477
1737160566,43.1196805,131.9033391
1737160594,43.1216629,131.9037999
1750461528,43.125502,131.927836
1750461718,43.127707,131.9279158
1750461728,43.127911,131.926726
1753513271,43.0898548,131.9546344
1782463108,43.0915386,131.9708458
1782463112,43.0915362,131.9705943
1792640302,43.0940835,131.892053
1802318344,43.1115519,131.9570784
1803648752,43.1351721,131.9152395
1803648796,43.1365696,131.9128638
1803648835,43.1394783,131.9089009
1805865921,43.1165447,131.8966659
1805865924,43.1168151,131.8962471
1805892912,43.1170627,131.8912075
1805892924,43.117754,131.8914843
1806684388,43.1325726,131.9625307
1809515347,43.1201766,131.9027682
1809807585,43.1169113,131.8970472
1811228142,43.1122549,131.8794235
1820972422,43.1304091,131.9930111
1827341518,43.12942,131.9313329
1833678850,43.130031,131.8926382
1833695475,43.1007816,131.9416582
1833695477,43.1015127,131.9434258
1833695479,43.1022239,131.9378413
1834854317,43.1119423,131.8809715
1834854318,43.115725,131.8854935
1834854319,43.1235097,131.9230412
1834856551,43.097606,131.966404
1834856552,43.1099095,131.9368102
1834860989,43.111303,131.934147
1834860990,43.112865,131.9340494
1834860991,43.1256126,131.906386
1834861003,43.1271539,131.9098496
1834863461,43.1124301,131.9172979
1834863463,43.1136117,131.9173958
1834863466,43.1138138,131.917395
1834863467,43.1138411,131.9175004
1834932890,43.1333865,131.9329908
1834935378,43.1285622,131.9402568
1834935384,43.1316115,131.9356683
1834939721,43.1238534,131.9262678
1834939724,43.1242932,131.9255229
1834939735,43.1287011,131.9219339
1834940392,43.122275,131.9263722
1834940863,43.1283748,131.8880829
1834940865,43.1285244,131.8989409
1834940870,43.1302304,131.8927468
1835220357,43.1152689,131.8882524
1835220358,43.1163693,131.8886374
1835220360,43.1169317,131.885924
1836222098,43.0993228,131.9200542
1836222102,43.0994471,131.9202598
1836222105,43.099545,131.9201101
1836234259,43.100947,131.9291727
1836241769,43.0899842,131.9665603
1836241785,43.0914006,131.9729091
1836241790,43.0916949,131.9718032
1836323356,43.1319553,131.8904461
1836323371,43.1352025,131.8948539
1836498459,43.0938815,131.90082
1836498463,43.0958764,131.9019817
1837169331,43.0744833,131.9620501
1837169337,43.0791949,131.9629244
1837169345,43.0913217,131.9664829
1837179341,43.125158,131.8938688
1842211450,43.1019098,131.9100147
1842211454,43.1140799,131.8945569
1842217737,43.099797,131.935617
1842217742,43.100603,131.9322489
1842217747,43.1009219,131.9349089
1843561525,43.1161865,131.9483129
1843567341,43.1217146,131.9285547
1843568872,43.118604,131.9081077
1843575485,43.103153,131.9340333
1843796266,43.0958994,131.9771932
1846293849,43.0916754,131.9164351
1846296358,43.1173707,131.8933559
1851226280,43.0916885,131.9617482
1853703764,43.0962735,131.9427485
1860867309,43.1154686,131.9784371
1868093491,43.0735914,131.9409345
1868093492,43.0738704,131.9401655
1868093533,43.0792092,131.9279091
1873900645,43.0722554,131.9402321
1873900649,43.0737949,131.9443663
1873906546,43.0925626,131.9185147
1874119371,43.1175582,131.8828872
1874119434,43.1203878,131.883891
1874194560,43.089081,131.9620301
1877429910,43.0863227,131.9260994
1877429922,43.0868784,131.9261377
1877429924,43.0925377,131.9192469
1877429960,43.1027217,131.8961116
1877429976,43.1181948,131.9010365
1877429980,43.1181441,131.9001592
1877430011,43.1268463,131.9126195
1877655045,43.1050085,131.9831589
1878614490,43.0943081,131.9008986
1878614512,43.0947831,131.9018259
1878629274,43.0768808,131.962747
1878629285,43.0776638,131.9644627
1878629292,43.0783423,131.9648713
1878629294,43.0786142,131.9629779
1878629298,43.0787309,131.9649124
1878629301,43.0788713,131.9656035
1883376477,43.1212551,131.8918641
1884668103,43.1178305,131.8907857
1884668105,43.1178253,131.8908983
1884668116,43.1178866,131.8907273
1884668119,43.1179506,131.8909623
1884712293,43.0929792,131.9139431
1884712298,43.0929874,131.9137223
1884712343,43.1020246,131.8962303
1884712344,43.1020703,131.8976572
1884712350,43.1027197,131.8962697
1884712367,43.1149809,131.8965353
1884712373,43.1149851,131.8963664
1884712406,43.1164671,131.8967049
1884712424,43.1205178,131.9041795
1885043615,43.1289995,131.8924949
1885043620,43.129179,131.8904113
1886517293,43.1037413,131.8943415
1886517308,43.1052289,131.8955364
1889476000,43.1311152,131.9100735
1889476002,43.1312946,131.9080032
1898057171,43.1020622,131.8964899
1898083486,43.0959538,131.8994944
1898099156,43.0778198,131.9638845
1898146768,43.0826649,131.9008942
1903620011,43.0947787,131.9352631
1905190253,43.1304452,131.9416251
1909515325,43.1365284,131.9189543
1911080276,43.0881983,131.9736809
1916471166,43.124624,131.9318449
1916492041,43.1092065,131.949357
1921525800,43.1319375,131.8889907
1938927413,43.1261388,131.9062196
1938927414,43.1262409,131.9063363
1938927428,43.1266123,131.9057582
1941072045,43.1323985,131.8878219
1941077918,43.1382629,131.9453169
1953976408,43.1206414,131.9468789
1953976414,43.1208149,131.9485361
1953976417,43.1209603,131.9482352
1953976430,43.1209795,131.9518733
1953976447,43.1220218,131.9488222
1953976450,43.1220429,131.9488594
1953976475,43.1223777,131.9522186
1953976515,43.1235395,131.9529232
1960036208,43.0856911,131.9699833
1974527881,43.0959028,131.8993819
1975973651,43.1170417,131.9301747
1984160019,43.0946732,131.9011009
1989325392,43.1193044,131.8838861
1998904218,43.0948244,131.9312888
2000824106,43.0766207,131.9471568
2029390469,43.1172851,131.9601337
2029390647,43.1204256,131.9579504
2029410125,43.1109437,131.9607983
2029410172,43.1127255,131.9598574
2047027357,43.1331261,131.8904841
2066042697,43.1136338,131.9176413
2066042699,43.1137487,131.9176718
2071412486,43.1191061,131.9621797
2071412497,43.1217124,131.9680937
2071412540,43.1267328,131.9815629
2072304959,43.1047215,131.9829744
2072305002,43.1062093,131.9748344
2072305006,43.1061111,131.9723351
2072305099,43.1070197,131.9780575
2072305136,43.1082369,131.9764252
2072305176,43.1088752,131.9791158
2072343141,43.0913741,131.9706054
2072343144,43.0913958,131.9708612
2080782459,43.0768161,131.9371802
2080782565,43.0781211,131.9346996
2080782700,43.0881441,131.9365648
2080942037,43.0833297,131.9631917
2080942210,43.0872036,131.9579964
2080942301,43.0891828,131.9450074
2081043650,43.0812341,131.8962846
2081043755,43.0876524,131.9708074
2081044064,43.0946565,131.9444158
2081737655,43.096339,131.8934013
2108572561,43.1164923,131.9006129
2108572562,43.1165023,131.9005188
2189343194,43.1142063,131.917915
2192683245,43.1178616,131.8906699
2216230401,43.1232576,131.9025013
2223843973,43.0729281,131.9454347
2223843996,43.0751288,131.9492426
2247676396,43.1328573,131.9117611
2247676397,43.1330276,131.91181
2249761116,43.1043332,131.9831439
2279055701,43.1184586,131.8841799
2279084667,43.1219189,131.932548
2279084694,43.123187,131.932854
2287587599,43.1164704,131.8967262
2287587603,43.1168198,131.8966434
2289792900,43.0787235,131.9598943
2289792937,43.0805717,131.9506152
2289793029,43.0834568,131.9535966
2297852189,43.1274924,131.9415329
2297852198,43.1284654,131.9389608
2303308130,43.0994654,131.9199544
2303409636,43.1019861,131.897211
2303409641,43.1020551,131.8955636
2303409653,43.1022503,131.8973696
2303409661,43.1025455,131.8967615
2303507798,43.1256861,131.9354839
2335277517,43.1325788,131.9125235
2443812637,43.1274195,131.9044024
2443812644,43.1283832,131.9022658
2490572760,43.1226964,131.923024
2490572764,43.1228397,131.9255116
2490574679,43.1235905,131.9261537
2490595244,43.1266358,131.9055052
2490642091,43.1196398,131.9221033
2490642092,43.1190752,131.9216995
2491105101,43.1190277,131.9219584
2500750803,43.1186922,131.9213968
2500750816,43.1188359,131.9223797
2500750818,43.1188438,131.9218648
2522781348,43.1185517,131.9070424
2522810216,43.1258999,131.9158745
2522810220,43.1267376,131.9068848
2522810221,43.126569,131.9070742
2527841257,43.1235946,131.9228188
2527902250,43.1137347,131.9169052
2532033791,43.0979271,131.9830871
2572487246,43.1170034,131.8939175
2572487249,43.1172099,131.8941329
2625646955,43.1177933,131.8912735
2669580283,43.0972513,131.9503389
2669659656,43.073926,131.9389548
2752889421,43.1361546,131.9265826
2752889433,43.1366696,131.9266718
2752889437,43.1368955,131.9272234
2828162908,43.1137651,131.8962433
2881632680,43.0956839,131.9118376
2936701078,43.1172178,131.8844552
3013559192,43.1362411,131.9000383
3048868219,43.1118805,131.8839329
3074427574,43.0920064,131.9734562
3180207124,43.0875394,131.9710981
3180207125,43.089742,131.9747725
3210113296,43.0769875,131.9462601
3222421032,43.1005401,131.951598
3296485831,43.115884,131.9081795
3324204188,43.091787,131.9596372
3372091409,43.1168138,131.8965732
3372091417,43.1197103,131.9034371
3372091421,43.1205197,131.9051757
3372091427,43.1205399,131.901652
3578696114,43.1122678,131.8829987
3578696118,43.1119719,131.8837031
3677322027,43.0754379,131.9528914
3677322033,43.0759863,131.9530656
3690609187,43.1213653,131.9513164
3705805107,43.1360386,131.9113566
3731633391,43.1056277,131.9832604
3758638472,43.1051821,131.9825595
3940655583,43.1052328,131.9823849
3987251962,43.1346398,131.999201
3987251963,43.1343467,131.9994822
3987251970,43.1357911,131.9995085
4003894326,43.1345519,131.9996112
4010308703,43.1350172,131.9985833
4052120696,43.1045218,131.9779062
4052143310,43.1076223,131.9713012
4052207329,43.1379483,131.8995623
4150803390,43.111989,131.9250492
4150842189,43.1122227,131.9250754
4245582930,43.1199292,131.8862528
4284064689,43.1311856,131.9526914
4327587339,43.1115237,131.9160888
4383597163,43.1253226,131.9256722
4526869230,43.1107633,131.9368719
4540729922,43.0957627,131.8616773
4548465588,43.0919402,131.916913
4564451251,43.1275216,131.94026
4578714031,43.075341,131.9500569
4602765437,43.0768749,131.9343038
4631654740,43.0947739,131.9004208
4634270851,43.0852487,131.8574386
4634274180,43.0790814,131.8418541
